Country,Race,Age,Age_Group,Gender,Ordering,E_Trait_mean,E_Trait_std,E_Trait_count,A_Trait_mean,A_Trait_std,A_Trait_count,C_Trait_mean,C_Trait_std,C_Trait_count,N_Trait_mean,N_Trait_std,N_Trait_count,O_Trait_mean,O_Trait_std,O_Trait_count
Mexico,Mixed Race,23,All,All,Nationality -> Age -> Gender,3.4,,1,4.1,,1,3.4,,1,3.3,,1,3.8,,1
Mexico,Native American,25,All,All,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.3,,1,3.6,,1
Mexico,Native American,25,All,All,Gender -> Age -> Nationality,2.9,,1,4.1,,1,3.4,,1,3.3,,1,3.8,,1
Mexico,Native American,25,All,All,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Mexico,Other,29,All,All,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
Mexico,Other,29,All,All,Gender -> Age -> Nationality,3.3,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Mexico,Other,29,All,All,Nationality -> Age -> Gender,3.3,,1,4.0,,1,3.4,,1,3.3,,1,3.8,,1
Mexico,Other,31,All,All,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.2,,1,3.8,,1
Mexico,Other,31,All,All,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.6,,1,3.4,,1,3.8,,1
Mexico,Other,31,All,All,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.6,,1,3.3,,1,3.6,,1
Morocco,Caucasian (European),25,All,All,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.7,,1,3.3,,1,3.8,,1
Morocco,Caucasian (European),25,All,All,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
Morocco,Caucasian (European),25,All,All,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
Morocco,West African,19,All,All,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.6,,1,3.2,,1,3.9,,1
Morocco,West African,19,All,All,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
Morocco,West African,19,All,All,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Nepal,Other,26,All,All,Age -> Gender -> Nationality,3.1,,1,4.0,,1,3.5,,1,3.3,,1,3.8,,1
Nepal,Other,26,All,All,Gender -> Age -> Nationality,2.9,,1,4.1,,1,3.7,,1,3.1,,1,3.6,,1
Nepal,Other,26,All,All,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.6,,1,3.2,,1,3.8,,1
"Netherlands, Kingdom of the",Caucasian (European),18,All,All,Age -> Gender -> Nationality,3.4,,1,4.2,,1,3.5,,1,3.2,,1,3.7,,1
"Netherlands, Kingdom of the",Caucasian (European),18,All,All,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
"Netherlands, Kingdom of the",Caucasian (European),18,All,All,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.8,,1,3.3,,1,3.8,,1
"Netherlands, Kingdom of the",Caucasian (European),21,All,All,Age -> Gender -> Nationality,3.2,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
"Netherlands, Kingdom of the",Caucasian (European),21,All,All,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.4,,1,3.3,,1,3.7,,1
"Netherlands, Kingdom of the",Caucasian (European),21,All,All,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
"Netherlands, Kingdom of the",Caucasian (European),23,All,All,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
"Netherlands, Kingdom of the",Caucasian (European),23,All,All,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.5,,1,3.5,,1,3.7,,1
"Netherlands, Kingdom of the",Caucasian (European),23,All,All,Nationality -> Age -> Gender,3.4,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
"Netherlands, Kingdom of the",Caucasian (European),25,All,All,Age -> Gender -> Nationality,3.3,,1,4.2,,1,3.4,,1,3.3,,1,3.6,,1
"Netherlands, Kingdom of the",Caucasian (European),25,All,All,Gender -> Age -> Nationality,3.3,,1,4.2,,1,3.6,,1,3.4,,1,3.7,,1
"Netherlands, Kingdom of the",Caucasian (European),25,All,All,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.5,,1,3.3,,1,3.6,,1
"Netherlands, Kingdom of the",Caucasian (Indian),16,All,All,Age -> Gender -> Nationality,2.6,,1,4.0,,1,3.4,,1,3.1,,1,3.6,,1
"Netherlands, Kingdom of the",Caucasian (Indian),16,All,All,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.3,,1,3.2,,1,3.6,,1
"Netherlands, Kingdom of the",Caucasian (Indian),16,All,All,Nationality -> Age -> Gender,3.1,,1,4.0,,1,3.4,,1,3.1,,1,3.6,,1
"Netherlands, Kingdom of the",Caucasian (Indian),24,All,All,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.5,,1,3.2,,1,3.7,,1
"Netherlands, Kingdom of the",Caucasian (Indian),24,All,All,Gender -> Age -> Nationality,3.4,,1,4.1,,1,3.5,,1,3.3,,1,3.7,,1
"Netherlands, Kingdom of the",Caucasian (Indian),24,All,All,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
"Netherlands, Kingdom of the",Mixed Race,20,All,All,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.3,,1,3.3,,1,3.7,,1
"Netherlands, Kingdom of the",Mixed Race,20,All,All,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.3,,1,3.3,,1,3.7,,1
"Netherlands, Kingdom of the",Mixed Race,20,All,All,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.6,,1,3.2,,1,3.7,,1
"Netherlands, Kingdom of the",South East Asian,18,All,All,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.5,,1,3.2,,1,3.7,,1
"Netherlands, Kingdom of the",South East Asian,18,All,All,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.4,,1,3.4,,1,3.8,,1
"Netherlands, Kingdom of the",South East Asian,18,All,All,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
New Zealand,Caucasian (European),14,All,All,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.2,,1,3.2,,1,3.7,,1
New Zealand,Caucasian (European),14,All,All,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.3,,1,3.1,,1,3.6,,1
New Zealand,Caucasian (European),14,All,All,Nationality -> Age -> Gender,2.7,,1,4.2,,1,3.2,,1,3.3,,1,3.6,,1
New Zealand,Caucasian (European),19,All,All,Age -> Gender -> Nationality,3.05,0.071,2,4.15,0.071,2,3.45,0.071,2,3.25,0.071,2,3.65,0.071,2
New Zealand,Caucasian (European),19,All,All,Gender -> Age -> Nationality,2.9,0.283,2,4.2,0.0,2,3.35,0.071,2,3.3,0.0,2,3.75,0.071,2
New Zealand,Caucasian (European),19,All,All,Nationality -> Age -> Gender,2.7,0.141,2,4.1,0.0,2,3.35,0.071,2,3.25,0.071,2,3.75,0.071,2
New Zealand,Caucasian (European),49,All,All,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.7,,1,3.2,,1,3.7,,1
New Zealand,Caucasian (European),49,All,All,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.7,,1,3.3,,1,3.9,,1
New Zealand,Caucasian (European),49,All,All,Nationality -> Age -> Gender,2.9,,1,4.1,,1,3.7,,1,3.3,,1,3.8,,1
New Zealand,Caucasian (European),52,All,All,Age -> Gender -> Nationality,3.1,,1,4.1,,1,3.7,,1,3.4,,1,3.7,,1
New Zealand,Caucasian (European),52,All,All,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.6,,1,3.8,,1,3.7,,1
New Zealand,Caucasian (European),52,All,All,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.6,,1,3.4,,1,3.8,,1
New Zealand,Mixed Race,17,All,All,Age -> Gender -> Nationality,2.8,,1,4.2,,1,3.1,,1,3.2,,1,3.7,,1
New Zealand,Mixed Race,17,All,All,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.3,,1,3.2,,1,3.6,,1
New Zealand,Mixed Race,17,All,All,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.3,,1,3.1,,1,3.6,,1
New Zealand,Other,17,All,All,Age -> Gender -> Nationality,3.0,,1,4.0,,1,3.0,,1,3.3,,1,3.7,,1
New Zealand,Other,17,All,All,Gender -> Age -> Nationality,2.8,,1,4.0,,1,3.2,,1,3.2,,1,3.6,,1
New Zealand,Other,17,All,All,Nationality -> Age -> Gender,2.7,,1,4.1,,1,3.1,,1,3.3,,1,3.6,,1
New Zealand,Other,22,All,All,Age -> Gender -> Nationality,2.9,,1,4.1,,1,3.3,,1,3.1,,1,3.7,,1
New Zealand,Other,22,All,All,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.6,,1,3.3,,1,3.9,,1
New Zealand,Other,22,All,All,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Nigeria,West African,23,All,All,Age -> Gender -> Nationality,3.4,,1,4.1,,1,3.5,,1,3.2,,1,3.7,,1
Nigeria,West African,23,All,All,Gender -> Age -> Nationality,3.2,,1,4.1,,1,3.6,,1,3.1,,1,3.6,,1
Nigeria,West African,23,All,All,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.5,,1,3.3,,1,3.6,,1
Nigeria,West African,25,All,All,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
Nigeria,West African,25,All,All,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.4,,1,3.2,,1,3.8,,1
Nigeria,West African,25,All,All,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
Nigeria,West African,30,All,All,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.6,,1,3.4,,1,3.9,,1
Nigeria,West African,30,All,All,Gender -> Age -> Nationality,3.4,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
Nigeria,West African,30,All,All,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.7,,1,3.3,,1,3.7,,1
Norway,Caucasian (European),22,All,All,Age -> Gender -> Nationality,2.8,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
Norway,Caucasian (European),22,All,All,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.4,,1,3.3,,1,3.9,,1
Norway,Caucasian (European),22,All,All,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.8,,1,3.3,,1,3.8,,1
Norway,Caucasian (European),23,All,All,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.4,,1,3.3,,1,3.7,,1
Norway,Caucasian (European),23,All,All,Gender -> Age -> Nationality,2.7,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Norway,Caucasian (European),23,All,All,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.5,,1,3.3,,1,3.8,,1
Norway,Caucasian (European),26,All,All,Age -> Gender -> Nationality,3.0,,1,4.0,,1,3.5,,1,3.4,,1,3.9,,1
Norway,Caucasian (European),26,All,All,Gender -> Age -> Nationality,3.3,,1,4.1,,1,3.5,,1,3.3,,1,3.9,,1
Norway,Caucasian (European),26,All,All,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.6,,1,3.3,,1,3.8,,1
Norway,Caucasian (Middle East),16,All,All,Age -> Gender -> Nationality,2.7,,1,4.1,,1,3.2,,1,3.1,,1,3.7,,1
Norway,Caucasian (Middle East),16,All,All,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.3,,1,3.3,,1,3.7,,1
Norway,Caucasian (Middle East),16,All,All,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.4,,1,3.2,,1,3.6,,1
Norway,Native American,38,All,All,Age -> Gender -> Nationality,2.7,,1,4.2,,1,3.6,,1,3.3,,1,3.7,,1
Norway,Native American,38,All,All,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
Norway,Native American,38,All,All,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.6,,1,3.5,,1,3.8,,1
Norway,Other,46,All,All,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.6,,1,3.3,,1,3.8,,1
Norway,Other,46,All,All,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.6,,1,3.4,,1,3.8,,1
Norway,Other,46,All,All,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.7,,1,3.3,,1,3.7,,1
Pakistan,Other,14,All,All,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.2,,1,3.1,,1,3.7,,1
Pakistan,Other,14,All,All,Gender -> Age -> Nationality,2.7,,1,4.1,,1,3.4,,1,3.1,,1,3.6,,1
Pakistan,Other,14,All,All,Nationality -> Age -> Gender,3.0,,1,4.1,,1,3.3,,1,2.9,,1,3.8,,1
Pakistan,Other,17,All,All,Age -> Gender -> Nationality,2.8,,1,4.0,,1,3.4,,1,3.3,,1,3.8,,1
Pakistan,Other,17,All,All,Gender -> Age -> Nationality,2.9,,1,4.0,,1,3.2,,1,3.1,,1,3.7,,1
Pakistan,Other,17,All,All,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.3,,1,3.3,,1,3.6,,1
Pakistan,Other,19,All,All,Age -> Gender -> Nationality,2.4,,1,4.2,,1,3.3,,1,3.2,,1,3.6,,1
Pakistan,Other,19,All,All,Gender -> Age -> Nationality,2.9,,1,4.1,,1,3.4,,1,3.2,,1,3.7,,1
Pakistan,Other,19,All,All,Nationality -> Age -> Gender,2.6,,1,4.1,,1,3.2,,1,3.3,,1,3.7,,1
Pakistan,Other,21,All,All,Age -> Gender -> Nationality,2.8,,1,4.1,,1,3.3,,1,3.3,,1,3.7,,1
Pakistan,Other,21,All,All,Gender -> Age -> Nationality,2.8,,1,4.1,,1,3.2,,1,3.2,,1,3.7,,1
Pakistan,Other,21,All,All,Nationality -> Age -> Gender,2.6,,1,4.0,,1,3.4,,1,3.3,,1,3.7,,1
Pakistan,Other,22,All,All,Age -> Gender -> Nationality,3.0,0.0,2,4.05,0.071,2,3.35,0.212,2,3.2,0.0,2,3.7,0.141,2
Pakistan,Other,22,All,All,Gender -> Age -> Nationality,2.9,0.0,2,4.1,0.0,2,3.45,0.071,2,3.15,0.071,2,3.75,0.071,2
Pakistan,Other,22,All,All,Nationality -> Age -> Gender,2.8,0.141,2,4.2,0.0,2,3.5,0.0,2,3.2,0.141,2,3.75,0.071,2
Pakistan,Other,27,All,All,Age -> Gender -> Nationality,2.9,,1,4.0,,1,3.4,,1,3.3,,1,3.7,,1
Pakistan,Other,27,All,All,Gender -> Age -> Nationality,3.3,,1,4.1,,1,3.4,,1,3.2,,1,3.8,,1
Pakistan,Other,27,All,All,Nationality -> Age -> Gender,3.1,,1,4.1,,1,3.4,,1,3.3,,1,3.8,,1
Pakistan,Other,28,All,All,Age -> Gender -> Nationality,2.9,,1,4.1,,1,3.3,,1,3.5,,1,3.7,,1
Pakistan,Other,28,All,All,Gender -> Age -> Nationality,3.1,,1,4.0,,1,3.4,,1,3.2,,1,3.8,,1
Pakistan,Other,28,All,All,Nationality -> Age -> Gender,3.3,,1,3.9,,1,3.4,,1,3.2,,1,3.5,,1
Pakistan,Other,55,All,All,Age -> Gender -> Nationality,2.9,,1,4.0,,1,3.6,,1,3.3,,1,3.7,,1
Pakistan,Other,55,All,All,Gender -> Age -> Nationality,2.8,,1,4.0,,1,3.6,,1,3.6,,1,3.7,,1
Pakistan,Other,55,All,All,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.7,,1,3.3,,1,3.7,,1
Peru,Mixed Race,18,All,All,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.5,,1,3.2,,1,3.8,,1
Peru,Mixed Race,18,All,All,Gender -> Age -> Nationality,3.2,,1,4.2,,1,3.5,,1,3.2,,1,3.5,,1
Peru,Mixed Race,18,All,All,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.1,,1,3.4,,1,3.8,,1
Philippines,Mixed Race,14,All,All,Age -> Gender -> Nationality,2.9,,1,4.1,,1,3.1,,1,3.2,,1,3.8,,1
Philippines,Mixed Race,14,All,All,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.3,,1,3.2,,1,3.6,,1
Philippines,Mixed Race,14,All,All,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.3,,1,3.3,,1,3.6,,1
Philippines,Other,17,All,All,Age -> Gender -> Nationality,3.4,,1,4.1,,1,3.4,,1,3.3,,1,3.7,,1
Philippines,Other,17,All,All,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.5,,1,3.3,,1,3.8,,1
Philippines,Other,17,All,All,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.5,,1,3.2,,1,3.7,,1
Philippines,Other,18,All,All,Age -> Gender -> Nationality,3.0,,1,4.2,,1,3.2,,1,3.3,,1,3.6,,1
Philippines,Other,18,All,All,Gender -> Age -> Nationality,2.9,,1,4.1,,1,3.3,,1,3.3,,1,3.7,,1
Philippines,Other,18,All,All,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.3,,1,3.3,,1,3.7,,1
Philippines,Other,20,All,All,Age -> Gender -> Nationality,2.85,0.071,2,4.1,0.141,2,3.6,0.0,2,3.25,0.071,2,3.8,0.0,2
Philippines,Other,20,All,All,Gender -> Age -> Nationality,2.95,0.071,2,4.1,0.0,2,3.5,0.141,2,3.3,0.0,2,3.7,0.141,2
Philippines,Other,20,All,All,Nationality -> Age -> Gender,2.95,0.071,2,4.15,0.071,2,3.2,0.141,2,3.2,0.0,2,3.65,0.071,2
Philippines,South East Asian,14,All,All,Age -> Gender -> Nationality,2.6,,1,4.2,,1,3.3,,1,3.2,,1,3.6,,1
Philippines,South East Asian,14,All,All,Gender -> Age -> Nationality,2.9,,1,4.2,,1,3.1,,1,3.0,,1,3.6,,1
Philippines,South East Asian,14,All,All,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.2,,1,3.1,,1,3.6,,1
Philippines,South East Asian,15,All,All,Age -> Gender -> Nationality,2.75,0.071,2,4.15,0.071,2,3.3,0.0,2,3.25,0.071,2,3.6,0.0,2
Philippines,South East Asian,15,All,All,Gender -> Age -> Nationality,2.85,0.071,2,4.2,0.0,2,3.1,0.0,2,3.25,0.071,2,3.45,0.071,2
Philippines,South East Asian,15,All,All,Nationality -> Age -> Gender,2.8,0.283,2,4.1,0.0,2,3.15,0.071,2,3.25,0.071,2,3.65,0.071,2
Philippines,South East Asian,16,All,All,Age -> Gender -> Nationality,2.95,0.071,2,4.15,0.071,2,3.25,0.071,2,3.2,0.0,2,3.6,0.0,2
Philippines,South East Asian,16,All,All,Gender -> Age -> Nationality,2.9,0.0,2,4.1,0.141,2,3.3,0.141,2,3.15,0.071,2,3.65,0.071,2
Philippines,South East Asian,16,All,All,Nationality -> Age -> Gender,2.8,0.283,2,4.2,0.0,2,3.25,0.071,2,3.15,0.071,2,3.55,0.071,2
Philippines,South East Asian,17,All,All,Age -> Gender -> Nationality,2.925,0.171,4,4.125,0.05,4,3.35,0.058,4,3.2,0.082,4,3.75,0.058,4
Philippines,South East Asian,17,All,All,Gender -> Age -> Nationality,2.9,0.216,4,4.15,0.1,4,3.225,0.096,4,3.175,0.096,4,3.6,0.0,4
Philippines,South East Asian,17,All,All,Nationality -> Age -> Gender,2.75,0.129,4,4.15,0.058,4,3.3,0.0,4,3.225,0.05,4,3.6,0.0,4
Philippines,South East Asian,18,All,All,Age -> Gender -> Nationality,2.9,0.1,3,4.133,0.058,3,3.4,0.1,3,3.267,0.058,3,3.633,0.058,3
Philippines,South East Asian,18,All,All,Gender -> Age -> Nationality,3.033,0.252,3,4.2,0.0,3,3.433,0.153,3,3.267,0.058,3,3.667,0.058,3
Philippines,South East Asian,18,All,All,Nationality -> Age -> Gender,2.767,0.231,3,4.167,0.058,3,3.367,0.058,3,3.267,0.115,3,3.633,0.058,3
Philippines,South East Asian,19,All,All,Age -> Gender -> Nationality,2.75,0.212,2,4.05,0.071,2,3.45,0.071,2,3.2,0.0,2,3.55,0.071,2
Philippines,South East Asian,19,All,All,Gender -> Age -> Nationality,2.85,0.071,2,4.05,0.212,2,3.2,0.0,2,3.25,0.071,2,3.6,0.141,2
Philippines,South East Asian,19,All,All,Nationality -> Age -> Gender,2.95,0.212,2,4.2,0.0,2,3.3,0.141,2,3.25,0.071,2,3.6,0.0,2
Philippines,South East Asian,20,All,All,Age -> Gender -> Nationality,2.8,0.1,3,4.167,0.058,3,3.367,0.208,3,3.233,0.058,3,3.633,0.058,3
Philippines,South East Asian,20,All,All,Gender -> Age -> Nationality,2.7,0.1,3,4.2,0.0,3,3.3,0.1,3,3.3,0.0,3,3.6,0.1,3
Philippines,South East Asian,20,All,All,Nationality -> Age -> Gender,2.9,0.1,3,4.2,0.0,3,3.433,0.058,3,3.3,0.0,3,3.633,0.058,3
Philippines,South East Asian,21,All,All,Age -> Gender -> Nationality,3.0,0.0,2,4.0,0.0,2,3.35,0.071,2,3.3,0.0,2,3.65,0.071,2
Philippines,South East Asian,21,All,All,Gender -> Age -> Nationality,2.7,0.141,2,4.15,0.071,2,3.35,0.212,2,3.1,0.0,2,3.55,0.071,2
Philippines,South East Asian,21,All,All,Nationality -> Age -> Gender,3.0,0.0,2,4.1,0.141,2,3.4,0.0,2,3.3,0.0,2,3.6,0.0,2
Philippines,South East Asian,22,All,All,Age -> Gender -> Nationality,2.9,,1,4.2,,1,3.4,,1,3.2,,1,3.7,,1
Philippines,South East Asian,22,All,All,Gender -> Age -> Nationality,2.8,,1,4.2,,1,3.4,,1,3.2,,1,3.7,,1
Philippines,South East Asian,22,All,All,Nationality -> Age -> Gender,2.6,,1,4.2,,1,3.5,,1,3.3,,1,3.6,,1
Philippines,South East Asian,24,All,All,Age -> Gender -> Nationality,2.8,,1,4.2,,1,3.5,,1,3.2,,1,3.7,,1
Philippines,South East Asian,24,All,All,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.4,,1,3.3,,1,3.8,,1
Philippines,South East Asian,24,All,All,Nationality -> Age -> Gender,3.0,,1,4.2,,1,3.3,,1,3.3,,1,3.6,,1
Philippines,South East Asian,27,All,All,Age -> Gender -> Nationality,2.8,,1,4.2,,1,3.4,,1,3.3,,1,3.8,,1
Philippines,South East Asian,27,All,All,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Philippines,South East Asian,27,All,All,Nationality -> Age -> Gender,3.2,,1,4.2,,1,3.3,,1,3.3,,1,3.7,,1
Philippines,South East Asian,33,All,All,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.6,,1,3.3,,1,3.7,,1
Philippines,South East Asian,33,All,All,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.6,,1,3.3,,1,3.6,,1
Philippines,South East Asian,33,All,All,Nationality -> Age -> Gender,2.8,,1,4.2,,1,3.5,,1,3.3,,1,3.6,,1
Philippines,South East Asian,37,All,All,Age -> Gender -> Nationality,2.8,,1,4.0,,1,3.2,,1,3.3,,1,3.8,,1
Philippines,South East Asian,37,All,All,Gender -> Age -> Nationality,3.0,,1,4.1,,1,3.3,,1,3.3,,1,3.5,,1
Philippines,South East Asian,37,All,All,Nationality -> Age -> Gender,2.6,,1,4.2,,1,3.5,,1,3.2,,1,3.6,,1
Poland,Caucasian (European),22,All,All,Age -> Gender -> Nationality,3.15,0.071,2,4.2,0.0,2,3.5,0.141,2,3.3,0.0,2,3.8,0.0,2
Poland,Caucasian (European),22,All,All,Gender -> Age -> Nationality,2.85,0.354,2,4.2,0.0,2,3.5,0.141,2,3.3,0.0,2,3.75,0.071,2
Poland,Caucasian (European),22,All,All,Nationality -> Age -> Gender,2.85,0.071,2,4.15,0.071,2,3.55,0.071,2,3.3,0.0,2,3.7,0.0,2
Portugal,Caucasian (European),14,All,All,Age -> Gender -> Nationality,2.7,,1,4.1,,1,3.4,,1,3.2,,1,3.7,,1
Portugal,Caucasian (European),14,All,All,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.3,,1,3.3,,1,3.6,,1
Portugal,Caucasian (European),14,All,All,Nationality -> Age -> Gender,2.7,,1,4.2,,1,3.2,,1,3.3,,1,3.7,,1
Portugal,Caucasian (European),17,All,All,Age -> Gender -> Nationality,2.7,,1,4.2,,1,3.3,,1,3.2,,1,3.6,,1
Portugal,Caucasian (European),17,All,All,Gender -> Age -> Nationality,2.7,,1,4.2,,1,3.3,,1,3.2,,1,3.7,,1
Portugal,Caucasian (European),17,All,All,Nationality -> Age -> Gender,2.6,,1,4.1,,1,3.5,,1,3.2,,1,3.8,,1
Portugal,Caucasian (European),27,All,All,Age -> Gender -> Nationality,3.2,,1,4.1,,1,3.6,,1,3.3,,1,3.7,,1
Portugal,Caucasian (European),27,All,All,Gender -> Age -> Nationality,3.1,,1,4.1,,1,3.6,,1,3.3,,1,3.7,,1
Portugal,Caucasian (European),27,All,All,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Portugal,Caucasian (European),33,All,All,Age -> Gender -> Nationality,3.0,,1,4.1,,1,3.6,,1,3.5,,1,3.8,,1
Portugal,Caucasian (European),33,All,All,Gender -> Age -> Nationality,3.0,,1,4.2,,1,3.7,,1,3.3,,1,3.8,,1
Portugal,Caucasian (European),33,All,All,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.7,,1,3.2,,1,3.7,,1
Portugal,Pacific Islander,23,All,All,Age -> Gender -> Nationality,3.1,,1,4.2,,1,3.5,,1,3.2,,1,3.8,,1
Portugal,Pacific Islander,23,All,All,Gender -> Age -> Nationality,3.1,,1,4.2,,1,3.7,,1,3.4,,1,3.8,,1
Portugal,Pacific Islander,23,All,All,Nationality -> Age -> Gender,2.8,,1,4.1,,1,3.7,,1,3.4,,1,3.7,,1
Qatar,Caucasian (European),39,All,All,Age -> Gender -> Nationality,3.0,,1,4.0,,1,3.7,,1,3.2,,1,3.7,,1
Qatar,Caucasian (European),39,All,All,Gender -> Age -> Nationality,3.1,,1,4.1,,1,3.7,,1,3.3,,1,3.9,,1
Qatar,Caucasian (European),39,All,All,Nationality -> Age -> Gender,3.1,,1,4.2,,1,3.8,,1,3.5,,1,3.9,,1
Qatar,Caucasian (Indian),31,All,All,Age -> Gender -> Nationality,3.2,,1,4.2,,1,3.6,,1,3.2,,1,3.7,,1
Qatar,Caucasian (Indian),31,All,All,Gender -> Age -> Nationality,3.4,,1,4.1,,1,3.7,,1,3.3,,1,3.9,,1
Qatar,Caucasian (Indian),31,All,All,Nationality -> Age -> Gender,3.2,,1,4.1,,1,3.7,,1,3.3,,1,3.8,,1
Romania,Caucasian (European),19,All,All,Age -> Gender -> Nationality,2.7,,1,4.0,,1,3.4,,1,3.3,,1,3.8,,1
Romania,Caucasian (European),19,All,All,Gender -> Age -> Nationality,2.7,,1,4.1,,1,3.2,,1,3.3,,1,3.6,,1
Romania,Caucasian (European),19,All,All,Nationality -> Age -> Gender,2.9,,1,4.2,,1,3.5,,1,3.3,,1,3.7,,1
Romania,Caucasian (European),23,All,All,Age -> Gender -> Nationality,2.8,,1,4.0,,1,3.3,,1,3.3,,1,3.8,,1
Romania,Caucasian (European),23,All,All,Gender -> Age -> Nationality,2.9,,1,4.1,,1,3.5,,1,3.3,,1,3.7,,1
